num_clientes,num_servidores,num_mensagens,execucoes,tempo_min_ms,tempo_max_ms,tempo_media_ms,tempo_mediana_ms,tempo_std_ms,throughput_min,throughput_max,throughput_media,throughput_mediana,throughput_std
70,6,10000,686,69891.16,79817.77,75717.53527696793,75248.85,1629.37779674861,125.28538444509284,143.07961121263403,132.12972683262655,132.89239637403443,2.790301201501098
70,8,1,700,3.1,17.92,4.315857142857142,4.21,0.9932344712598504,55.80357142857142,322.5806451612903,238.87323619356317,237.52969121140143,36.01373323619311
70,8,10,694,11.15,64.06,15.718400576368875,14.74,4.117132599715005,156.1036528254761,896.8609865470852,660.4591853960594,678.42605156038,104.15464033468551
70,8,100,672,104.34,287.12,169.72040178571427,160.98000000000002,33.06893818547298,348.2864307606576,958.4052137243626,608.9991351488474,621.1953329391661,104.83942040880764
70,8,500,682,1449.63,4001.74,3293.723856304985,3415.49,450.7941040771456,124.94564864284037,344.91559915288724,155.88297271086273,146.3918816699886,31.002786469687724
70,8,1000,684,4990.94,7554.1,6987.75783625731,7138.92,475.7323784820206,132.3784434942614,200.36305786084387,143.878249736404,140.0772109347353,11.405508098138903
70,8,10000,683,68326.86,76722.99,75336.98871156662,75380.06,639.6979526141204,130.33902875787294,146.35532790472152,132.74681470475218,132.66107774390204,1.1677108264771268
70,10,1,700,3.08,11.31,4.082857142857143,4.0,0.6015505545599608,88.41732979664013,324.67532467532465,249.00750329578932,250.0,29.48651915877984
70,10,10,699,11.46,32.71,13.827052932761088,13.45,1.6958022203507537,305.7169061449098,872.6003490401395,731.0953387906222,743.4944237918215,67.82059882474238
70,10,100,686,111.6,281.09,156.11185131195336,149.435,25.487005498260693,355.7579422960618,896.0573476702509,654.1182518773794,669.1873627082202,85.60685661695614
70,10,500,681,1449.07,3834.27,3188.569618208517,3303.77,465.5412142289195,130.40291893893752,345.0488934281988,161.61790910681916,151.34225445475926,34.22393280189103
70,10,1000,685,5143.95,7856.25,7126.028043795621,7249.25,488.0712646153666,127.28719172633254,194.4031337785165,141.07920171304679,137.9453046866917,11.017961767471588
70,10,10000,675,69364.56,79811.51,75942.74434074074,75747.0,1334.7848143207334,125.29521117944016,144.16583915474993,131.7183087130218,132.01842977279628,2.2907272865438446
80,2,1,800,3.06,13.79,4.5609874999999995,4.33,0.9319424852631986,72.51631617113851,326.797385620915,226.46672265451755,230.9468822170901,37.65677303817026
80,2,10,790,12.66,50.62,18.76521518987342,17.675,5.033289675746045,197.55037534571315,789.8894154818325,558.9150176488653,565.7709080759115,105.0373267852372
80,2,100,727,148.48,483.07,268.05891334250344,257.24,65.74779222682572,207.00933612105905,673.4913793103448,394.9684354385942,388.7420307883688,93.18768606318515
80,2,500,782,1879.8,5620.81,4703.027890025575,4881.835,689.9238717446266,88.95515059217443,265.9857431641664,109.83787217664079,102.42050544421946,25.142785858408654
80,2,1000,764,5607.65,11893.68,8968.735955497381,8961.595000000001,1007.8818415639793,84.07826677697736,178.32782003156404,112.91152781865128,111.5872918798808,12.915158478851902
80,2,10000,539,78298.31,93364.39,85739.58669758812,84418.36,3150.5270754872563,107.10721721632841,127.71667740976784,116.78152853061536,118.45764357421773,4.072739328077521
80,4,1,800,2.64,8.27,4.0207125,3.855,0.5748004974411322,120.91898428053204,378.7878787878788,253.02979885919817,259.4038086266065,31.427391841206806
80,4,10,794,11.07,21.86,13.255894206549119,13.105,1.2320735835985812,457.45654162854527,903.342366757001,760.2051394497038,763.0676425547773,63.580006464877215
80,4,100,761,114.09,334.52,173.45957950065701,168.57,30.732886159048793,298.9357885926103,876.5010079761591,591.669659271193,593.2253663166637,89.70858083558929
80,4,500,771,1443.32,3977.95,3402.4821011673152,3568.37,495.8188731973566,125.69288201209166,346.4235235429427,151.7275239942966,140.119998766944,33.953003555249225
80,4,1000,779,5480.34,8700.99,7715.084249037227,7822.78,550.8380939636312,114.92945055677573,182.47043066671046,130.36797795852885,127.83179381242985,10.625933769653349
80,4,10000,770,76270.61,87184.2,83334.67022077923,83173.27,1227.8464189640786,114.69968182308261,131.1121020272422,120.02381300593237,120.2309347757197,1.7506008521876606
80,6,1,800,2.99,12.33,4.0758875,3.93,0.6713351069891218,81.10300081103,334.44816053511704,250.30628460471056,254.45292620865138,32.55953868669912
80,6,10,790,11.08,44.45,13.744493670886076,13.26,2.123091388444248,224.97187851518558,902.5270758122743,738.4557937496116,754.1478129713424,78.03694922217518
80,6,100,761,118.45,328.72,185.83651773981603,179.1,33.56593064936393,304.21027013871986,844.2380751371887,554.8822223365252,558.3472920156338,95.75894877031773
80,6,500,777,1497.6,4241.35,3526.6567567567563,3672.12,544.3248941891737,117.88699352800404,333.8675213675214,147.0035668193449,136.1611276319946,35.295667421784024
